Four_Weeks_Periods,Retailer_Trade_Areas,Category,Sub_Category,Brand_High,Sales,Base_Sales,Incr_Sales,Units,Base_Units,Incr_Units,Percent_ACV,Any_Promo_Spend,Any_Promo_Base_Spend,Any_Promo_Incr_Spend,Disp_without_Feat_Spend,Disp_without_Feat_Base_Spend,Disp_without_Feat_Incr_Spend,Feat_and_Disp_Spend,Feat_and_Disp_Base_Spend,Feat_and_Disp_Incr_Spend,Feat_without_Disp_Spend,Feat_without_Disp_Base_Spend,Feat_without_Disp_Incr_Spend,No_Promo_Spend,No_Promo_Base_Spend,No_Promo_Incr_Spend,Price_Decr_Spend,Price_Decr_Base_Spend,Price_Decr_Incr_Spend,Any_Disp_Spend,Any_Disp_Base_Spend,Any_Disp_Incr_Spend,Any_Feat_Spend,Any_Feat_Base_Spend,Any_Feat_Incr_Spend,Any_Price_Decr_Spend,Any_Price_Decr_Base_Spend,Any_Price_Decr_Incr_Spend,Any_Promo_Units,Any_Promo_Base_Units,Any_Promo_Incr_Units,Disp_without_Feat_Units,Disp_without_Feat_Base_Units,Disp_without_Feat_Incr_Units,Feat_and_Disp_Units,Feat_and_Disp_Base_Units,Feat_and_Disp_Incr_Units,Feat_without_Disp_Units,Feat_without_Disp_Base_Units,Feat_without_Disp_Incr_Units,No_Promo_Units,No_Promo_Base_Units,No_Promo_Incr_Units,Price_Decr_Units,Price_Decr_Base_Units,Price_Decr_Incr_Units,Any_Disp_Units,Any_Disp_Base_Units,Any_Disp_Incr_Units,Any_Feat_Units,Any_Feat_Base_Units,Any_Feat_Incr_Units,Any_Price_Decr_Units,Any_Price_Decr_Base_Units,Any_Price_Decr_Incr_Units
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,LE GOUT,0,1,-1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,LIPTON,37906,37483,422,27486,26245,1241,100,14321,13153,1168,0,0,0,0,0,0,11981,11416,565,23585,24330,-745,2340,1737,603,0,0,0,11981,11416,565,8972,7877,1095,10866,9102,1764,0,0,0,0,0,0,9014,7907,1107,16620,17143,-523,1852,1195,657,0,0,0,9014,7907,1107,7107,5423,1684
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,MRS WEISS,62,53,8,32,26,6,3,0,0,0,0,0,0,0,0,0,0,0,0,62,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,6,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,MY FAVORITE GOURMET,450,500,-50,94,104,-10,18,0,0,0,0,0,0,0,0,0,0,0,0,450,500,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,104,-10,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,PRIVATE LABEL,8229,9998,-1769,9574,9398,176,99,3919,5478,-1559,299,479,-180,0,0,0,0,0,0,4310,4520,-209,3620,4999,-1379,299,479,-180,0,0,0,3806,5344,-1538,4872,4490,382,307,384,-77,0,0,0,0,0,0,4702,4908,-206,4565,4106,459,307,384,-77,0,0,0,4781,4382,399
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,SHORE LUNCH,3573,3687,-114,796,817,-21,70,127,17,110,0,0,0,0,0,0,0,0,0,3446,3670,-224,127,17,110,0,0,0,0,0,0,127,17,110,28,4,25,0,0,0,0,0,0,0,0,0,768,814,-46,28,4,25,0,0,0,0,0,0,28,4,25
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY,17,38,-21,3,7,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,-4,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & MCILHENNY,11,2,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY & TABASCO,28,65,-36,5,11,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,28,65,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,-6,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,DRY SOUP,WYLER'S,21344,22130,-787,11946,12276,-330,99,0,0,0,0,0,0,0,0,0,0,0,0,21344,22130,-787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11946,12276,-330,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RAMEN,MARUCHAN,110502,104225,6277,235374,190690,44684,100,72165,67452,4713,6202,4678,1524,1039,1020,19,8169,8589,-420,38337,36773,1563,56755,53165,3590,7241,5698,1543,9209,9609,-400,66615,62552,4064,150340,110433,39907,2682,2369,314,317,280,37,6598,5752,846,85034,80257,4777,140743,102032,38711,2999,2649,351,6915,6032,883,145424,106237,39187
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RAMEN,NISSIN,15132,15418,-286,25585,25643,-58,100,702,435,267,0,0,0,0,0,0,0,0,0,14430,14983,-553,702,435,267,0,0,0,0,0,0,702,435,267,372,130,243,0,0,0,0,0,0,0,0,0,25213,25514,-301,372,130,243,0,0,0,0,0,0,372,130,243
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,AMY'S,11719,12879,-1161,3342,3674,-332,85,413,95,318,0,0,0,0,0,0,0,0,0,11306,12785,-1479,413,95,318,0,0,0,0,0,0,413,95,318,109,24,85,0,0,0,0,0,0,0,0,0,3233,3650,-417,109,24,85,0,0,0,0,0,0,109,24,85
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,BAXTERS,39,30,9,10,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,39,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,CAMPBELL'S,207849,202793,5056,100178,90821,9357,100,17376,4486,12890,0,0,0,0,0,0,0,0,0,190473,198306,-7833,17376,4486,12890,0,0,0,0,0,0,17376,4486,12890,14406,1963,12442,0,0,0,0,0,0,0,0,0,85772,88858,-3085,14406,1963,12442,0,0,0,0,0,0,14406,1963,12442
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,DOMINIQUE'S,9,11,-2,3,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,11,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,EARTH'S BEST,962,923,38,282,262,20,30,0,0,0,0,0,0,0,0,0,0,0,0,962,923,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,262,20,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,HEALTH VALLEY,3832,3935,-103,1184,1188,-4,69,0,80,-80,0,0,0,0,0,0,0,0,0,3832,3855,-23,0,80,-80,0,0,0,0,0,0,0,80,-80,0,24,-24,0,0,0,0,0,0,0,0,0,1184,1165,19,0,24,-24,0,0,0,0,0,0,0,24,-24
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,HEALTHY CHOICE,24825,20474,4352,12458,8406,4052,99,11491,6459,5033,2,2,0,0,0,0,10887,5846,5041,13334,14015,-681,602,610,-8,2,2,0,10887,5846,5041,11374,6394,4981,6965,2642,4323,1,1,0,0,0,0,6581,2397,4184,5493,5764,-271,383,244,139,1,1,0,6581,2397,4184,6895,2601,4295
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,IMAGINE,2295,2446,-151,471,501,-30,48,0,0,0,0,0,0,0,0,0,0,0,0,2295,2446,-151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,501,-30,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,MARIE CALLENDER'S,51,36,15,19,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,51,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,6,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,MUIR GLEN,4590,4839,-250,1572,1630,-58,74,0,57,-57,0,0,0,0,0,0,0,0,0,4590,4782,-193,0,57,-57,0,0,0,0,0,0,0,57,-57,0,19,-19,0,0,0,0,0,0,0,0,0,1572,1611,-39,0,19,-19,0,0,0,0,0,0,0,19,-19
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,PACIFIC,2076,2051,25,451,443,8,46,0,56,-56,0,0,0,0,0,0,0,0,0,2076,1995,81,0,56,-56,0,0,0,0,0,0,0,56,-56,0,13,-13,0,0,0,0,0,0,0,0,0,451,429,22,0,13,-13,0,0,0,0,0,0,0,13,-13
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,PRIVATE LABEL,57341,38186,19155,36506,21132,15374,100,45571,26571,19001,0,0,0,0,0,0,33958,19158,14800,11769,11615,154,11614,7413,4201,0,0,0,33958,19158,14800,43072,25239,17833,30175,14778,15397,0,0,0,0,0,0,22475,10718,11757,6331,6354,-24,7700,4060,3640,0,0,0,22475,10718,11757,28570,13925,14644
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,PROGRESSO,130317,123108,7209,61090,55609,5481,100,43754,34766,8988,7733,5225,2507,0,0,0,264,99,165,86563,88343,-1779,35758,29442,6316,7733,5225,2507,264,99,165,40845,32779,8066,21928,15583,6345,3833,2398,1435,0,0,0,158,41,117,39162,40026,-864,17937,13144,4793,3833,2398,1435,158,41,117,20512,14641,5871
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,RTS SOUP,WOLFGANG PUCK,708,673,35,219,208,11,10,0,0,0,0,0,0,0,0,0,0,0,0,708,673,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,208,11,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,TOTAL CENSUS TRADING AREA,SOUP,SOUP IN OUT,NISSIN,72,70,2,11,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,72,70,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,CONDENSED SOUP,BAR HARBOR,183,221,-38,45,55,-10,35,0,0,0,0,0,0,0,0,0,0,0,0,183,221,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,-10,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,CONDENSED SOUP,CAMPBELL'S,78756,78344,412,52751,52213,538,100,3512,3636,-125,0,0,0,0,0,0,0,0,0,75244,74707,537,3512,3636,-125,0,0,0,0,0,0,3512,3636,-125,2313,2286,26,0,0,0,0,0,0,0,0,0,50438,49927,511,2313,2286,26,0,0,0,0,0,0,2313,2286,26
4 W/E 08/18/12,EAST CENSUS TA,SOUP,CONDENSED SOUP,DOMINIQUE'S,3,12,-9,1,4,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,-3,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,CONDENSED SOUP,PRIVATE LABEL,24124,24193,-69,22349,22209,140,100,1301,1162,139,0,0,0,0,0,0,0,0,0,22824,23032,-208,1301,1162,139,0,0,0,0,0,0,1301,1162,139,1368,1032,336,0,0,0,0,0,0,0,0,0,20981,21176,-196,1368,1032,336,0,0,0,0,0,0,1368,1032,336
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,ALESSI,11,14,-3,4,5,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,11,14,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,BEAR CREEK,3523,3690,-167,906,952,-46,98,0,0,0,0,0,0,0,0,0,0,0,0,3523,3690,-167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,952,-46,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,BOB'S RED MILL,0,11,-11,0,2,-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,CUGINO'S,4,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,KNORR,880,884,-4,435,436,-1,85,28,15,13,0,0,0,0,0,0,0,0,0,852,869,-17,28,15,13,0,0,0,0,0,0,28,15,13,15,7,7,0,0,0,0,0,0,0,0,0,421,429,-9,15,7,7,0,0,0,0,0,0,15,7,7
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,LIPTON,6988,6787,201,5176,4908,268,100,2999,2635,364,0,0,0,0,0,0,2411,2215,196,3989,4152,-164,588,420,168,0,0,0,2411,2215,196,2261,1821,440,2292,1892,400,0,0,0,0,0,0,1836,1596,240,2884,3016,-132,456,297,160,0,0,0,1836,1596,240,1759,1292,467
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,MRS WEISS,25,13,12,12,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,MY FAVORITE GOURMET,101,120,-19,21,25,-4,20,0,0,0,0,0,0,0,0,0,0,0,0,101,120,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,-4,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,PRIVATE LABEL,1543,1713,-171,1744,1605,139,100,587,802,-216,0,0,0,0,0,0,0,0,0,956,911,45,587,802,-216,0,0,0,0,0,0,587,802,-216,761,670,91,0,0,0,0,0,0,0,0,0,983,935,48,761,670,91,0,0,0,0,0,0,761,670,91
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,SHORE LUNCH,668,722,-54,144,156,-12,60,0,0,0,0,0,0,0,0,0,0,0,0,668,722,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,156,-12,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,TURTLE ISLAND JUST FOR JOY,0,9,-9,0,2,-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,DRY SOUP,WYLER'S,3453,3669,-217,1905,1999,-94,98,0,0,0,0,0,0,0,0,0,0,0,0,3453,3669,-217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1905,1999,-94,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RAMEN,MARUCHAN,15658,15292,367,36535,32062,4473,100,8790,8883,-92,103,100,3,0,0,0,1255,1214,41,6868,6409,459,7432,7568,-136,103,100,3,1255,1214,41,8284,8274,10,18926,16258,2668,466,390,77,0,0,0,1120,886,234,17609,15803,1806,17340,14983,2357,466,390,77,1120,886,234,18430,15821,2610
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RAMEN,NISSIN,2214,2178,36,3770,3610,160,98,0,0,0,0,0,0,0,0,0,0,0,0,2214,2178,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3770,3610,160,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,AMY'S,3547,3847,-299,1036,1127,-91,91,413,95,318,0,0,0,0,0,0,0,0,0,3134,3752,-618,413,95,318,0,0,0,0,0,0,413,95,318,109,24,85,0,0,0,0,0,0,0,0,0,927,1103,-176,109,24,85,0,0,0,0,0,0,109,24,85
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,BAXTERS,4,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,CAMPBELL'S,42446,41329,1117,21128,19148,1980,100,3870,1180,2690,0,0,0,0,0,0,0,0,0,38576,40149,-1573,3870,1180,2690,0,0,0,0,0,0,3870,1180,2690,3229,524,2705,0,0,0,0,0,0,0,0,0,17899,18624,-725,3229,524,2705,0,0,0,0,0,0,3229,524,2705
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,DOMINIQUE'S,3,5,-2,1,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,EARTH'S BEST,339,326,13,106,93,13,41,0,0,0,0,0,0,0,0,0,0,0,0,339,326,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,93,13,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,HEALTH VALLEY,1121,1088,33,360,337,23,78,0,72,-72,0,0,0,0,0,0,0,0,0,1121,1016,105,0,72,-72,0,0,0,0,0,0,0,72,-72,0,21,-21,0,0,0,0,0,0,0,0,0,360,316,44,0,21,-21,0,0,0,0,0,0,0,21,-21
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,HEALTHY CHOICE,5393,4460,933,2658,1825,833,100,2574,1681,893,2,2,0,0,0,0,2242,1260,981,2820,2780,40,330,418,-88,2,2,0,2242,1260,981,2572,1679,893,1491,684,808,1,1,0,0,0,0,1312,514,798,1167,1142,25,179,169,10,1,1,0,1312,514,798,1490,683,808
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,IMAGINE,669,665,5,138,138,0,54,0,0,0,0,0,0,0,0,0,0,0,0,669,665,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,MARIE CALLENDER'S,5,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,MUIR GLEN,1160,1259,-99,388,409,-21,73,0,50,-50,0,0,0,0,0,0,0,0,0,1160,1209,-49,0,50,-50,0,0,0,0,0,0,0,50,-50,0,16,-16,0,0,0,0,0,0,0,0,0,388,393,-5,0,16,-16,0,0,0,0,0,0,0,16,-16
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,PACIFIC,620,660,-40,140,149,-9,60,0,0,0,0,0,0,0,0,0,0,0,0,620,660,-40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,149,-9,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,PRIVATE LABEL,11754,7764,3990,7487,4486,3001,100,9273,5431,3842,0,0,0,0,0,0,6927,4027,2899,2481,2333,148,2346,1404,942,0,0,0,6927,4027,2899,8558,4910,3648,6092,3142,2950,0,0,0,0,0,0,4569,2359,2209,1395,1343,51,1524,783,740,0,0,0,4569,2359,2209,5625,2799,2826
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,PROGRESSO,27798,26746,1052,13415,12626,789,100,8195,6452,1744,1307,818,489,0,0,0,264,99,165,19602,20294,-692,6625,5534,1090,1307,818,489,264,99,165,7574,6123,1451,4201,2996,1205,652,388,263,0,0,0,158,41,117,9214,9630,-416,3391,2567,824,652,388,263,158,41,117,3896,2833,1063
4 W/E 08/18/12,EAST CENSUS TA,SOUP,RTS SOUP,WOLFGANG PUCK,102,112,-10,30,33,-3,10,0,0,0,0,0,0,0,0,0,0,0,0,102,112,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33,-3,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,EAST CENSUS TA,SOUP,SOUP IN OUT,NISSIN,7,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,BAR HARBOR,567,523,44,151,132,19,26,6,3,4,0,0,0,0,0,0,0,0,0,561,520,40,6,3,4,0,0,0,0,0,0,6,3,4,2,1,1,0,0,0,0,0,0,0,0,0,149,132,17,2,1,1,0,0,0,0,0,0,2,1,1
4 W/E 08/18/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,CAMPBELL'S,312308,314780,-2471,205891,204558,1333,100,64206,65812,-1606,0,0,0,0,0,0,0,0,0,248102,248968,-866,64206,65812,-1606,0,0,0,0,0,0,64206,65812,-1606,42175,39139,3035,0,0,0,0,0,0,0,0,0,163716,165419,-1703,42175,39139,3035,0,0,0,0,0,0,42175,39139,3035
4 W/E 08/18/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,DOMINIQUE'S,39,34,5,12,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,39,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,WEST CENSUS TA,SOUP,CONDENSED SOUP,PRIVATE LABEL,95574,94847,727,89284,87422,1862,100,13529,12503,1026,109,67,42,0,0,0,0,0,0,82045,82344,-299,13420,12436,984,109,67,42,0,0,0,13420,12436,984,13608,11367,2241,78,48,30,0,0,0,0,0,0,75676,76055,-379,13530,11319,2211,78,48,30,0,0,0,13530,11319,2211
4 W/E 08/18/12,WEST CENSUS TA,SOUP,DRY SOUP,ALESSI,12,11,2,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,WEST CENSUS TA,SOUP,DRY SOUP,BEAR CREEK,13611,14406,-795,3517,3733,-216,99,0,0,0,0,0,0,0,0,0,0,0,0,13611,14406,-795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517,3733,-216,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,WEST CENSUS TA,SOUP,DRY SOUP,BOB'S RED MILL,31,24,7,9,6,3,2,0,3,-3,0,0,0,0,0,0,0,0,0,31,21,10,0,3,-3,0,0,0,0,0,0,0,3,-3,0,1,-1,0,0,0,0,0,0,0,0,0,9,6,3,0,1,-1,0,0,0,0,0,0,0,1,-1
4 W/E 08/18/12,WEST CENSUS TA,SOUP,DRY SOUP,KNORR,5140,5405,-265,2556,2681,-125,94,160,171,-10,0,0,0,0,0,0,0,0,0,4979,5234,-255,160,171,-10,0,0,0,0,0,0,160,171,-10,80,80,0,0,0,0,0,0,0,0,0,0,2476,2601,-125,80,80,0,0,0,0,0,0,0,80,80,0
4 W/E 08/18/12,WEST CENSUS TA,SOUP,DRY SOUP,LE GOUT,0,1,-1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,WEST CENSUS TA,SOUP,DRY SOUP,LIPTON,30918,30696,222,22310,21337,973,100,11322,10519,803,0,0,0,0,0,0,9570,9201,368,19596,20178,-582,1752,1317,435,0,0,0,9570,9201,368,6711,6056,655,8574,7209,1364,0,0,0,0,0,0,7178,6311,867,13736,14127,-391,1396,898,497,0,0,0,7178,6311,867,5348,4131,1217
4 W/E 08/18/12,WEST CENSUS TA,SOUP,DRY SOUP,MRS WEISS,36,40,-4,20,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,40,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0
4 W/E 08/18/12,WEST CENSUS TA,SOUP,DRY SOUP,MY FAVORITE GOURMET,350,380,-30,73,79,-6,17,0,0,0,0,0,0,0,0,0,0,0,0,350,380,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,79,-6,0,0,0,0,0,0,0,0,0,0,0,0
